ward,no.,Çãíl,material,joint,diameter,length(m),leakage year,construction year,ñÑê›îNêî,çXê∂îNìx,çXê∂éÌï ,éñåÃçáåvåèêî,ìπòHåí îÌäQäzÅiâ~Åj,ésñØìôÇ÷ÇÃîÌäQäzÅiâ~Åj,ífêÖîÌäQäzÅiâ~Åj,èCëUîÔópÅiâ~Åj,òRêÖëπé∏(â~Åj,äOñ ïÖêHï‚ê≥åWêî,ì‡ñ ïÖêHï‚ê≥åWêî,ïzê›îNìxï‚ê≥åWêî,åpéËï‚ê≥åWêî,å˚åaï‚ê≥åWêî,âﬂãéÇÃéñåÃóRL(ÇòÅj,éñåÃî≠ê∂ó\ë™éÆRN,RNÇÃãtêî,ï÷âvÇÃä∑éZåWêî,îÔópÅiêÁâ~Åj,ï÷âvÅiêÁâ~Åj,îÔópï÷âvî‰,âﬂãéÇÃéñåÃóRL(Çò+1Åj,éñåÃî≠ê∂ó\ë™éÆRN',RN'ÇÃãtêî,ï÷âvÇÃä∑éZåWêî(2),ï÷âv(2)ÅiêÁâ~Åj,îÔópï÷âvî‰(2),ÉâÉìÉN
Y,89,0.96,Çc,Çs,200,9,,1986,21,0,,0,"53,133","505,248","1,077,235","2,786,096","38,236",1,1,1,1,1,0.205,0.002,573,0.96,"1,535","4,282",2.53,1.218,0.01,97,0.96,"4,282",2.53,A
Y,90,0.96,Çc,Çs,150,178,,1986,21,0,,0,"53,133","505,248","1,077,235","2,786,096","798,622",1,1,1,1,1,0.205,0.036,27,1.27,"32,058","6,630",0.19,1.218,0.216,5,4.61,"24,066",0.68,C
Y,91,0.83,Çc,Ç`,200,2,,1966,41,0,,0,"53,133","505,248","1,077,235","2,786,096","10,674",1,1,1,1,1,0.205,0,2054,0.96,428,"4,255",9.02,1.218,0.003,346,0.96,"4,255",9.02,A
Y,92,0.83,Çc,Ç`,150,3,,1966,41,0,,0,"53,133","505,248","1,077,235","2,786,096","12,260",1,1,1,1,1,0.205,0.001,1788,0.96,492,"4,257",7.85,1.218,0.003,301,0.96,"4,257",7.85,A
Y,93,0.96,Çc,Ç`,200,7,,1966,41,0,,0,"53,133","505,248","1,077,235","2,786,096","33,604",1,1,1,1,1,0.205,0.002,652,0.96,"1,349","4,277",2.88,1.218,0.009,110,0.96,"4,277",2.88,A
Y,94,0.92,Çc,Çs,150,348,,1982,25,0,,0,"133,758","505,248","1,077,235","2,786,096","1,566,714",1,1,1,1,1,0.205,0.071,14,1.95,"62,890","11,835",0.17,1.218,0.424,2,10.88,"66,031",0.95,C
Y,95,0.77,Çc,Çs,100,4,,1995,12,0,,0,"53,133","505,248","1,077,235","2,786,096","17,893",1,1,1,1,1,0.205,0.001,1225,0.96,718,"4,262",5.39,1.218,0.005,206,0.96,"4,262",5.39,A
Y,96,0.83,Çc,Çs,100,4,,1988,19,0,,0,"53,133","505,248","1,077,235","2,786,096","18,280",1,1,1,1,1,0.205,0.001,1199,0.96,734,"4,262",5.27,1.218,0.005,202,0.96,"4,262",5.27,A
Y,97,0.83,Çc,Çs,75,3,,1993,14,0,,0,"133,758","505,248","1,077,235","2,786,096","14,859",1,1,1,1,1,0.205,0.001,1475,0.96,596,"4,337",6.6,1.218,0.004,249,0.96,"4,337",6.6,A
Y,98,0.83,Çc,Çs,100,9,,1988,19,0,,0,"53,133","505,248","1,077,235","2,786,096","40,473",1,1,1,1,1,0.205,0.002,542,0.96,"1,625","4,284",2.39,1.218,0.011,91,0.96,"4,284",2.39,A
Y,99,0.85,Çc,Çs,100,7,,1988,19,0,,0,"53,133","505,248","1,077,235","2,786,096","32,127",1,1,1,1,1,0.205,0.001,682,0.96,"1,290","4,276",3.01,1.218,0.009,115,0.96,"4,276",3.01,A
Y,100,0.77,Çc,Ç`,100,4,,1984,23,0,,0,"53,133","505,248","1,077,235","2,786,096","20,065",1,1,1,1,1,0.205,0.001,1092,0.96,805,"4,264",4.81,1.218,0.005,184,0.96,"4,264",4.81,A
Y,101,0.77,Çc,Ç`,100,6,,1984,23,0,,0,"53,133","505,248","1,077,235","2,786,096","25,479",1,1,1,1,1,0.205,0.001,860,0.96,"1,023","4,269",3.79,1.218,0.007,145,0.96,"4,269",3.79,A
Y,102,0.77,Çc,Ç`,100,4,,1975,32,0,,0,"53,133","505,248","1,077,235","2,786,096","18,563",1,1,1,1,1,0.205,0.001,1181,0.96,745,"4,263",5.19,1.218,0.005,199,0.96,"4,263",5.19,A
Y,103,0.85,Çc,Ç`,100,3,,1975,32,0,,0,"53,133","505,248","1,077,235","2,786,096","11,414",1,1,1,1,1,0.205,0.001,1921,0.96,458,"4,256",8.43,1.218,0.003,324,0.96,"4,256",8.43,A
Y,104,0.85,Çc,Çs,75,6,,1989,18,0,,0,"53,133","505,248","1,077,235","2,786,096","28,511",1,1,1,1,1,0.205,0.001,769,0.96,"1,144","4,272",3.39,1.218,0.008,130,0.96,"4,272",3.39,A
Y,105,0.85,Çc,Ç`,100,6,,1980,27,0,,0,"53,133","505,248","1,077,235","2,786,096","27,489",1,1,1,1,1,0.205,0.001,797,0.96,"1,103","4,271",3.51,1.218,0.007,134,0.96,"4,271",3.51,A
Y,106,0.85,Çc,Ç`,100,6,,1980,27,0,,0,"53,133","505,248","1,077,235","2,786,096","28,888",1,1,1,1,1,0.205,0.001,759,0.96,"1,160","4,273",3.34,1.218,0.008,128,0.96,"4,273",3.34,A
Y,107,0.85,Çc,Çs,100,7,,1980,27,0,,0,"53,133","505,248","1,077,235","2,786,096","33,311",1,1,1,1,1,0.205,0.002,658,0.96,"1,337","4,277",2.9,1.218,0.009,111,0.96,"4,277",2.9,A
Y,108,0.85,Çc,Ç`,100,7,,1975,32,0,,0,"53,133","505,248","1,077,235","2,786,096","33,011",1,1,1,1,1,0.205,0.002,664,0.96,"1,325","4,277",2.93,1.218,0.009,112,0.96,"4,277",2.93,A
Y,109,0.85,Çc,Çs,75,3,,1992,15,0,,0,"53,133","505,248","1,077,235","2,786,096","14,670",1,1,1,1,1,0.205,0.001,1494,0.96,589,"4,259",6.56,1.218,0.004,252,0.96,"4,259",6.56,A
Y,110,0.96,Çc,Çs,75,4,,1992,15,0,,0,"53,133","505,248","1,077,235","2,786,096","18,056",1,1,1,1,1,0.205,0.001,1214,0.96,725,"4,262",5.33,1.218,0.005,204,0.96,"4,262",5.33,A
Y,111,0.96,Çc,Ç`,100,3,,1972,35,0,,0,"53,133","505,248","1,077,235","2,786,096","15,383",1,1,1,1,1,0.205,0.001,1425,0.96,618,"4,260",6.26,1.218,0.004,240,0.96,"4,260",6.26,A
Y,112,0.96,Çc,Ç`,100,7,,1972,35,0,,0,"53,133","505,248","1,077,235","2,786,096","30,142",1,1,1,1,1,0.205,0.001,727,0.96,"1,210","4,274",3.21,1.218,0.008,123,0.96,"4,274",3.21,A
Y,113,0.96,Çc,Ç`,100,6,,1975,32,0,,0,"53,133","505,248","1,077,235","2,786,096","25,237",1,1,1,1,1,0.205,0.001,869,0.96,"1,013","4,269",3.82,1.218,0.007,146,0.96,"4,269",3.82,A
Y,114,0.83,Çc,Ç`,100,2,,1978,29,0,,0,"53,133","505,248","1,077,235","2,786,096","10,463",1,1,1,1,1,0.205,0,2095,0.96,420,"4,255",9.19,1.218,0.003,353,0.96,"4,255",9.19,A
Y,115,0.77,Çc,Ç`,100,3,,1975,32,0,,0,"53,133","505,248","1,077,235","2,786,096","11,496",1,1,1,1,1,0.205,0.001,1907,0.96,461,"4,256",8.38,1.218,0.003,321,0.96,"4,256",8.38,A
Y,116,0.85,Çc,Ç`,100,7,,1993,14,0,,0,"536,574","505,248","1,077,235","2,786,096","32,494",1,1,1,1,1,0.205,0.001,675,0.96,"1,304","4,740",3.3,1.218,0.009,114,0.96,"4,740",3.3,A
Y,117,0.85,Çc,Çs,75,3,,1989,18,0,,0,"53,133","505,248","1,077,235","2,786,096","11,691",1,1,1,1,1,0.205,0.001,1875,0.96,469,"4,256",8.23,1.218,0.003,316,0.96,"4,256",8.23,A
Y,118,0.77,Çc,Çj,300,7,,1988,19,0,,0,"53,133","505,248","1,077,235","2,786,096","32,178",1,1,1,1,1,0.205,0.001,681,0.96,"1,292","4,276",3,1.218,0.009,115,0.96,"4,276",3,A
Y,119,0.84,Çc,Çj,300,3,,1998,9,0,,0,0,"505,248","1,077,235","2,786,096","14,496",1,1,1,1,1,0.205,0.001,1512,0.96,582,"4,208",6.56,1.218,0.004,255,0.96,"4,208",6.56,A
Y,120,0.84,Çc,Ç`,200,3,,1968,39,0,,0,0,"505,248","1,077,235","2,786,096","12,644",1,1,1,1,1,0.205,0.001,1734,0.96,508,"4,206",7.51,1.218,0.003,292,0.96,"4,206",7.51,A
Y,121,0.89,Çc,Çs,200,14,,1974,33,0,,0,"53,133","505,248","1,077,235","2,786,096","62,947",1,1,1,1,1,0.205,0.003,348,0.96,"2,527","4,305",1.55,1.218,0.017,59,0.96,"4,305",1.55,A
Y,122,1.01,Çc,Çs,100,13,,1977,30,0,,0,"53,133","505,248","1,077,235","2,786,096","59,389",1,1,1,1,1,0.205,0.003,369,0.96,"2,384","4,302",1.64,1.218,0.016,62,0.96,"4,302",1.64,A
Y,123,0.89,Çc,Çj,100,2,,2004,3,0,,0,"2,954,136","505,248","1,077,235","2,786,096","9,578",1,1,1,1,1,0.205,0,2289,0.96,384,"7,039",16.63,1.218,0.003,385,0.96,"7,039",16.63,A
Y,124,1.01,Çc,Ç`,150,148,,1968,39,0,,0,"536,574","505,248","1,077,235","2,786,096","665,745",1,1,1,1,1,0.205,0.03,33,1.15,"26,724","6,407",0.22,1.218,0.18,6,3.92,"21,838",0.74,C
Y,125,1.01,Çc,Çs,100,1,,1978,29,0,,0,"53,133","505,248","1,077,235","2,786,096","6,549",1,1,1,1,1,0.205,0,3347,0.96,263,"4,251",14.67,1.218,0.002,564,0.96,"4,251",14.67,A
Y,126,1.01,Çc,Çs,150,121,,1978,29,0,,0,"2,954,136","505,248","1,077,235","2,786,096","543,561",1,1,1,1,1,0.205,0.025,40,1.05,"21,819","8,260",0.34,1.218,0.147,7,3.42,"26,903",1.12,B
Y,127,0.89,Çc,Çs,100,2,2000,1978,29,0,,1,"53,133","505,248","1,077,235","2,786,096","6,845",1,1,1,1,1,1.218,0.002,539,0.96,275,"4,251",14.03,1.746,0.003,376,0.96,"4,251",14.03,A
Y,128,0.89,Çc,Ç`,150,335,,1966,41,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,505,398",1,1,1,1,1,0.205,0.069,15,1.85,"60,429","16,332",0.25,1.218,0.408,2,10.88,"96,050",1.44,B
Y,129,0.89,Çc,Çs,150,4,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","17,408",1,1,1,1,1,0.205,0.001,1259,0.96,699,"7,047",9.15,1.218,0.005,212,0.96,"7,047",9.15,A
Y,130,1.01,Çc,Çs,200,162,,1986,21,0,,0,"2,954,136","505,248","1,077,235","2,786,096","728,694",1,1,1,1,1,0.205,0.033,30,1.21,"29,251","9,742",0.3,1.218,0.197,5,4.61,"37,117",1.15,B
Y,131,1.01,Çc,Çs,150,4,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","19,978",1,1,1,1,1,0.205,0.001,1097,0.96,802,"7,049",7.98,1.218,0.005,185,0.96,"7,049",7.98,A
Y,132,1.01,Çc,Çs,200,653,,1986,21,0,,0,"2,954,136","505,248","1,077,235","2,786,096","2,934,594",1,1,1,1,1,0.205,0.134,7,3.42,"117,799","35,080",0.27,1.218,0.795,1,21.48,"220,327",1.7,B
Y,133,0.83,Çc,Çs,200,5,,1991,16,0,,0,"53,133","505,248","1,077,235","2,786,096","21,354",1,1,1,1,1,0.205,0.001,1027,0.96,857,"4,265",4.52,1.218,0.006,173,0.96,"4,265",4.52,A
Y,134,1.01,Çc,Çs,100,1,,1972,35,0,,0,0,"505,248","1,077,235","2,786,096","4,758",1,1,1,1,1,0.205,0,4607,0.96,191,"4,198",19.94,1.218,0.001,776,0.96,"4,198",19.94,A
Y,135,1.01,Çc,Çs,150,161,,1972,35,0,,0,"53,133","505,248","1,077,235","2,786,096","723,932",1,1,1,1,1,0.205,0.033,30,1.21,"29,060","6,226",0.19,1.218,0.196,5,4.61,"23,721",0.74,C
Y,136,0.89,Çc,Çs,200,10,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","42,886",1,1,1,1,1,0.205,0.002,511,0.96,"1,722","7,071",3.73,1.218,0.012,86,0.96,"7,071",3.73,A
Y,137,0.89,Çc,Çs,200,4,,1993,14,0,,0,"2,954,136","505,248","1,077,235","2,786,096","19,206",1,1,1,1,1,0.205,0.001,1141,0.96,771,"7,048",8.3,1.218,0.005,192,0.96,"7,048",8.3,A
Y,138,0.89,Çc,Çs,150,2,,1993,14,0,,0,"2,954,136","505,248","1,077,235","2,786,096","8,652",1,1,1,1,1,0.205,0,2534,0.96,347,"7,038",18.41,1.218,0.002,427,0.96,"7,038",18.41,A
Y,139,0.89,Çc,Çs,100,54,,1993,14,0,,0,"133,758","505,248","1,077,235","2,786,096","245,062",1,1,1,1,1,0.205,0.011,89,0.96,"9,837","4,558",0.42,1.218,0.066,15,1.85,"8,783",0.81,C
Y,140,0.89,Çc,Çs,150,8,,1993,14,0,,0,"53,133","505,248","1,077,235","2,786,096","35,302",1,1,1,1,1,0.205,0.002,621,0.96,"1,417","4,279",2.74,1.218,0.01,105,0.96,"4,279",2.74,A
Y,141,0.89,Çc,Çs,100,41,,1993,14,0,,0,0,"505,248","1,077,235","2,786,096","185,157",1,1,1,1,1,0.205,0.008,118,0.96,"7,432","4,372",0.53,1.218,0.05,20,1.52,"6,922",0.85,C
Y,142,0.89,Çc,Çs,150,2,,1986,21,0,,0,"2,954,136","505,248","1,077,235","2,786,096","8,146",1,1,1,1,1,0.205,0,2691,0.96,327,"7,038",19.53,1.218,0.002,453,0.96,"7,038",19.53,A
Y,143,0.89,Çc,Çs,150,4,,1986,21,0,,0,"2,954,136","505,248","1,077,235","2,786,096","17,823",1,1,1,1,1,0.205,0.001,1230,0.96,715,"7,047",8.94,1.218,0.005,207,0.96,"7,047",8.94,A
Y,144,0.83,Çc,Çs,100,2,,1991,16,0,,0,"53,133","505,248","1,077,235","2,786,096","10,554",1,1,1,1,1,0.205,0,2077,0.96,424,"4,255",9.11,1.218,0.003,350,0.96,"4,255",9.11,A
Y,145,0.83,Çc,Çs,75,92,,1991,16,0,,0,"53,133","505,248","1,077,235","2,786,096","415,055",1,1,1,1,1,0.205,0.019,53,0.96,"16,661","4,643",0.25,1.218,0.112,9,2.77,"13,398",0.73,C
Y,146,0.83,Çc,Çs,150,7,,1986,21,0,,0,"133,758","505,248","1,077,235","2,786,096","33,567",1,1,1,1,1,0.205,0.002,653,0.96,"1,347","4,354",2.93,1.218,0.009,110,0.96,"4,354",2.93,A
Y,147,0.89,Çc,Çs,150,1,,1986,21,0,,0,"2,954,136","505,248","1,077,235","2,786,096","6,324",1,1,1,1,1,0.205,0,3466,0.96,254,"7,036",25.14,1.218,0.002,584,0.96,"7,036",25.14,A
Y,148,0.83,Çc,Çs,150,9,,1991,16,0,,0,"53,133","505,248","1,077,235","2,786,096","41,044",1,1,1,1,1,0.205,0.002,534,0.96,"1,648","4,284",2.36,1.218,0.011,90,0.96,"4,284",2.36,A
Y,149,0.83,Çc,Ç`,150,20,,1966,41,0,,0,"53,133","505,248","1,077,235","2,786,096","89,308",1,1,1,1,1,0.205,0.004,245,0.96,"3,585","4,331",1.1,1.218,0.024,41,1.04,"4,691",1.19,A
Y,150,0.89,Çc,Çs,150,2,,1986,21,0,,0,"2,954,136","505,248","1,077,235","2,786,096","10,175",1,1,1,1,1,0.205,0,2154,0.96,408,"7,040",15.66,1.218,0.003,363,0.96,"7,040",15.66,A
Y,151,0.89,Çc,ÇrÇQ,300,8,,1993,14,0,,0,"2,954,136","505,248","1,077,235","2,786,096","34,629",1,1,1,1,1,0.205,0.002,633,0.96,"1,390","7,063",4.61,1.218,0.009,107,0.96,"7,063",4.61,A
Y,152,0.85,Çc,Ç`,200,4,,1966,41,0,,0,"536,574","505,248","1,077,235","2,786,096","17,669",1,1,1,1,1,0.205,0.001,1241,0.96,709,"4,726",6.05,1.218,0.005,209,0.96,"4,726",6.05,A
Y,153,0.85,Çc,Çs,200,7,,1980,27,0,,0,"536,574","505,248","1,077,235","2,786,096","30,618",1,1,1,1,1,0.205,0.001,716,0.96,"1,229","4,738",3.5,1.218,0.008,121,0.96,"4,738",3.5,A
Y,154,0.85,Çc,Çs,150,350,,1985,22,0,,0,"536,574","505,248","1,077,235","2,786,096","1,572,021",1,1,1,1,1,0.205,0.072,14,1.95,"63,103","12,630",0.18,1.218,0.426,2,10.88,"70,472",1.01,B
Y,155,0.85,Çc,Ç`,200,2,,1966,41,0,,0,"536,574","505,248","1,077,235","2,786,096","8,336",1,1,1,1,1,0.205,0,2630,0.96,335,"4,717",12.78,1.218,0.002,443,0.96,"4,717",12.78,A
Y,156,0.85,Çc,Çs,150,346,,1980,27,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,557,540",1,1,1,1,1,0.205,0.071,14,1.95,"62,522","17,316",0.25,1.218,0.422,2,10.88,"96,617",1.4,B
Y,157,1.01,Çc,Ç`,100,10,,1977,30,0,,0,"53,133","505,248","1,077,235","2,786,096","45,218",1,1,1,1,1,0.205,0.002,485,0.96,"1,815","4,288",2.14,1.218,0.012,82,0.96,"4,288",2.14,A
Y,158,0.89,Çc,Ç`,75,8,,1971,36,0,,0,0,"505,248","1,077,235","2,786,096","36,298",1,1,1,1,1,0.205,0.002,604,0.96,"1,457","4,229",2.63,1.218,0.01,102,0.96,"4,229",2.63,A
Y,159,0.89,Çc,Ç`,75,5,,1971,36,0,,0,0,"505,248","1,077,235","2,786,096","20,832",1,1,1,1,1,0.205,0.001,1052,0.96,836,"4,214",4.57,1.218,0.006,177,0.96,"4,214",4.57,A
Y,160,0.89,Çc,Ç`,75,5,,1975,32,0,,0,"2,954,136","505,248","1,077,235","2,786,096","21,867",1,1,1,1,1,0.205,0.001,1002,0.96,878,"7,051",7.29,1.218,0.006,169,0.96,"7,051",7.29,A
Y,161,0.89,Çc,Ç`,100,2,,1975,32,0,,0,"2,954,136","505,248","1,077,235","2,786,096","11,125",1,1,1,1,1,0.205,0.001,1970,0.96,447,"7,040",14.29,1.218,0.003,332,0.96,"7,040",14.29,A
Y,162,0.85,Çc,Ç`,100,6,,1971,36,0,,0,"53,133","505,248","1,077,235","2,786,096","25,186",1,1,1,1,1,0.205,0.001,870,0.96,"1,011","4,269",3.83,1.218,0.007,147,0.96,"4,269",3.83,A
Y,163,0.83,Çc,Ç`,100,4,,1971,36,0,,0,"53,133","505,248","1,077,235","2,786,096","16,198",1,1,1,1,1,0.205,0.001,1353,0.96,650,"4,260",5.95,1.218,0.004,228,0.96,"4,260",5.95,A
Y,164,0.83,Çc,Ç`,100,5,,1971,36,0,,0,"53,133","505,248","1,077,235","2,786,096","22,527",1,1,1,1,1,0.205,0.001,973,0.96,904,"4,266",4.28,1.218,0.006,164,0.96,"4,266",4.28,A
Y,165,0.83,Çc,Çs,75,5,,1991,16,0,,0,"53,133","505,248","1,077,235","2,786,096","21,228",1,1,1,1,1,0.205,0.001,1033,0.96,852,"4,265",4.54,1.218,0.006,174,0.96,"4,265",4.54,A
Y,166,0.89,Çc,Çs,100,3,,1986,21,0,,0,"2,954,136","505,248","1,077,235","2,786,096","12,337",1,1,1,1,1,0.205,0.001,1777,0.96,495,"7,042",12.91,1.218,0.003,299,0.96,"7,042",12.91,A
Y,167,0.85,Çc,Ç`,100,10,,1972,35,0,,0,"53,133","505,248","1,077,235","2,786,096","45,766",1,1,1,1,1,0.205,0.002,479,0.96,"1,837","4,289",2.12,1.218,0.012,81,0.96,"4,289",2.12,A
Y,168,0.85,Çc,Ç`,100,6,,1972,35,0,,0,"53,133","505,248","1,077,235","2,786,096","24,912",1,1,1,1,1,0.205,0.001,880,0.96,"1,000","4,269",3.87,1.218,0.007,148,0.96,"4,269",3.87,A
Y,169,0.85,Çc,Ç`,75,2,,1979,28,0,,0,"53,133","505,248","1,077,235","2,786,096","8,760",1,1,1,1,1,0.205,0,2502,0.96,352,"4,253",10.96,1.218,0.002,421,0.96,"4,253",10.96,A
Y,170,0.85,Çc,Ç`,100,6,,1979,28,0,,0,"536,574","505,248","1,077,235","2,786,096","26,278",1,1,1,1,1,0.205,0.001,834,0.96,"1,055","4,734",4.07,1.218,0.007,141,0.96,"4,734",4.07,A
Y,171,0.85,Çc,Çs,100,5,,1980,27,0,,0,"53,133","505,248","1,077,235","2,786,096","23,707",1,1,1,1,1,0.205,0.001,925,0.96,952,"4,268",4.07,1.218,0.006,156,0.96,"4,268",4.07,A
Y,172,0.85,Çc,Ç`,75,1,,1979,28,0,,0,"53,133","505,248","1,077,235","2,786,096","6,705",1,1,1,1,1,0.205,0,3269,0.96,269,"4,251",14.34,1.218,0.002,551,0.96,"4,251",14.34,A
Y,173,0.85,Çc,Ç`,100,4,,1980,27,0,,0,0,"505,248","1,077,235","2,786,096","15,833",1,1,1,1,1,0.205,0.001,1385,0.96,636,"4,209",6.01,1.218,0.004,233,0.96,"4,209",6.01,A
Y,174,0.89,Çc,Çj,75,3,,2004,3,0,,0,"53,133","505,248","1,077,235","2,786,096","14,368",1,1,1,1,1,0.205,0.001,1526,0.96,577,"4,259",6.7,1.218,0.004,257,0.96,"4,259",6.7,A
Y,175,0.89,Çc,Çj,75,3,,2004,3,0,,0,"53,133","505,248","1,077,235","2,786,096","11,553",1,1,1,1,1,0.205,0.001,1897,0.96,464,"4,256",8.32,1.218,0.003,320,0.96,"4,256",8.32,A
Y,176,0.89,Çc,ÇmÇr,100,75,,2004,3,0,,0,"2,954,136","505,248","1,077,235","2,786,096","335,873",1,1,1,1,1,0.205,0.015,65,0.96,"13,482","7,352",0.49,1.218,0.091,11,2.35,"17,998",1.21,B
Y,177,0.89,Çc,Çj,150,7,,2004,3,0,,0,"53,133","505,248","1,077,235","2,786,096","31,927",1,1,1,1,1,0.205,0.001,687,0.96,"1,282","4,275",3.03,1.218,0.009,116,0.96,"4,275",3.03,A
Y,178,0.89,Çc,ÇmÇr,200,211,,2004,3,0,,0,"53,133","505,248","1,077,235","2,786,096","947,298",1,1,1,1,1,0.205,0.043,23,1.39,"38,026","7,463",0.18,1.218,0.257,4,5.66,"30,389",0.73,C
Y,179,0.89,Çc,ÇmÇr,200,7,,2004,3,0,,0,"2,954,136","505,248","1,077,235","2,786,096","31,822",1,1,1,1,1,0.205,0.001,689,0.96,"1,277","7,060",5.02,1.218,0.009,116,0.96,"7,060",5.02,A
Y,180,0.89,Çc,ÇmÇr,200,4,,2004,3,0,,0,"2,954,136","505,248","1,077,235","2,786,096","16,632",1,1,1,1,1,0.205,0.001,1318,0.96,668,"7,046",9.57,1.218,0.005,222,0.96,"7,046",9.57,A
Y,181,0.89,Çc,Çj,300,6,,2004,3,0,,0,"2,954,136","505,248","1,077,235","2,786,096","27,793",1,1,1,1,1,0.205,0.001,789,0.96,"1,116","7,056",5.74,1.218,0.008,133,0.96,"7,056",5.74,A
Y,182,0.89,Çc,ÇrÇQ,300,11,,2004,3,0,,0,"2,954,136","505,248","1,077,235","2,786,096","50,453",1,1,1,1,1,0.205,0.002,434,0.96,"2,025","7,078",3.17,1.218,0.014,73,0.96,"7,078",3.17,A
Y,183,0.84,Çc,Ç`,300,86,,1968,39,0,,0,0,"505,248","1,077,235","2,786,096","384,745",1,1,1,1,1,0.205,0.018,57,0.96,"15,444","4,563",0.27,1.218,0.104,10,2.53,"12,026",0.71,C
Y,184,0.89,Çc,Çs,200,3,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","12,133",1,1,1,1,1,0.205,0.001,1807,0.96,487,"7,041",13.12,1.218,0.003,304,0.96,"7,041",13.12,A
Y,185,1.01,Çc,Çs,200,191,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","858,887",1,1,1,1,1,0.205,0.039,26,1.29,"34,477","10,554",0.28,1.218,0.233,4,5.66,"46,308",1.22,B
Y,186,0.89,Çc,Çs,200,86,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","388,983",1,1,1,1,1,0.205,0.018,56,0.96,"15,614","7,403",0.43,1.218,0.105,9,2.77,"21,361",1.24,B
Y,187,0.89,Çc,Çj,75,2,,2004,3,0,,0,0,"505,248","1,077,235","2,786,096","8,614",1,1,1,1,1,0.205,0,2545,0.96,346,"4,202",11.02,1.218,0.002,429,0.96,"4,202",11.02,A
Y,188,0.89,Çc,Çj,75,7,,2004,3,0,,0,"53,133","505,248","1,077,235","2,786,096","31,613",1,1,1,1,1,0.205,0.001,693,0.96,"1,269","4,275",3.06,1.218,0.009,117,0.96,"4,275",3.06,A
Y,189,1.01,Çc,Ç`,300,209,,1968,39,0,,0,"536,574","505,248","1,077,235","2,786,096","940,336",1,1,1,1,1,0.205,0.043,23,1.39,"37,746","8,125",0.2,1.218,0.255,4,5.66,"33,085",0.8,C
Y,190,0.89,Çc,Çj,100,4,,1998,9,0,,0,0,"505,248","1,077,235","2,786,096","15,754",1,1,1,1,1,0.205,0.001,1391,0.96,632,"4,209",6.04,1.218,0.004,234,0.96,"4,209",6.04,A
Y,191,0.86,Çc,Ç`,150,270,,1969,38,0,,0,"53,133","505,248","1,077,235","2,786,096","1,213,241",1,1,1,1,1,0.205,0.055,18,1.63,"48,701","9,185",0.17,1.218,0.329,3,7.4,"41,699",0.78,C
Y,192,0.86,Çc,Çs,150,4,,1992,15,0,,0,"536,574","505,248","1,077,235","2,786,096","18,206",1,1,1,1,1,0.205,0.001,1204,0.96,731,"4,726",5.87,1.218,0.005,203,0.96,"4,726",5.87,A
Y,193,0.99,Çc,Ç`,300,270,,1967,40,0,,0,"536,574","505,248","1,077,235","2,786,096","1,212,270",1,1,1,1,1,0.205,0.055,18,1.63,"48,662","9,971",0.19,1.218,0.328,3,7.4,"45,269",0.84,C
Y,194,0.86,Çc,Çj,300,14,,1992,15,0,,0,"536,574","505,248","1,077,235","2,786,096","62,260",1,1,1,1,1,0.205,0.003,352,0.96,"2,499","4,769",1.73,1.218,0.017,59,0.96,"4,769",1.73,A
Y,195,0.86,Çc,Ç`,300,130,,1967,40,0,,0,"536,574","505,248","1,077,235","2,786,096","583,693",1,1,1,1,1,0.205,0.027,38,1.08,"23,430","5,928",0.23,1.218,0.158,6,3.92,"21,516",0.83,C
Y,196,0.99,Çc,Çs,100,156,,1992,15,0,,0,"536,574","505,248","1,077,235","2,786,096","702,301",1,1,1,1,1,0.205,0.032,31,1.19,"28,191","6,673",0.21,1.218,0.19,5,4.61,"25,850",0.83,C
Y,197,0.99,Çc,Çs,150,12,,1992,15,0,,0,"53,133","505,248","1,077,235","2,786,096","54,242",1,1,1,1,1,0.205,0.002,404,0.96,"2,177","4,297",1.79,1.218,0.015,68,0.96,"4,297",1.79,A
Y,198,0.99,Çc,Çs,100,4,,1992,15,0,,0,"53,133","505,248","1,077,235","2,786,096","19,790",1,1,1,1,1,0.205,0.001,1108,0.96,794,"4,264",4.87,1.218,0.005,187,0.96,"4,264",4.87,A
Y,199,0.84,Çc,Çs,150,178,,1974,33,0,,0,"133,758","505,248","1,077,235","2,786,096","799,719",1,1,1,1,1,0.205,0.036,27,1.27,"32,102","6,734",0.19,1.218,0.217,5,4.61,"24,442",0.69,C
Y,200,0.86,Çc,Ç`,200,5,,1967,40,0,,0,"536,574","505,248","1,077,235","2,786,096","20,503",1,1,1,1,1,0.205,0.001,1069,0.96,823,"4,729",5.21,1.218,0.006,180,0.96,"4,729",5.21,A
